year	tipologia	fondo	segnatura	holder	ark	container
1887	Matrimoni, pubblicazioni	Stato civile italiano	9442	Catania	an_ua83855	
1887	Matrimoni, pubblicazioni allegati	Stato civile italiano	9557	Catania	an_ua83830	
1887	Morti	Stato civile italiano	9499	Catania	an_ua83927	
1887	Nati	Stato civile italiano	9414	Catania	an_ua83967	
1887	Nati, allegati	Stato civile italiano	9539	Catania	an_ua83941	
1888	Cittadinanze	Stato civile italiano	9527	Catania	an_ua83780	
1888	Matrimoni	Stato civile italiano	9472	Catania	an_ua83886	
1888	Matrimoni, allegati	Stato civile italiano	9581	Catania	an_ua83809	
1888	Matrimoni, pubblicazioni	Stato civile italiano	9443	Catania	an_ua83856	
1888	Morti	Stato civile italiano	9500	Catania	an_ua83928	
1888	Nati	Stato civile italiano	9415	Catania	an_ua83968	
1889	Cittadinanze	Stato civile italiano	9528	Catania	an_ua83781	
1889	Matrimoni	Stato civile italiano	9473	Catania	an_ua83887	
1889	Matrimoni, allegati	Stato civile italiano	9582	Catania	an_ua83810	
1889	Matrimoni, pubblicazioni	Stato civile italiano	9444	Catania	an_ua83857	
1889	Morti	Stato civile italiano	9501	Catania	an_ua83929	
1889	Morti, allegati	Stato civile italiano	9595	Catania	an_ua83901	
1889	Nati	Stato civile italiano	9416	Catania	an_ua83969	
1890	Cittadinanze	Stato civile italiano	9529	Catania	an_ua83782	
1890	Matrimoni	Stato civile italiano	9474	Catania	an_ua83888	
1890	Matrimoni, allegati	Stato civile italiano	9583	Catania	an_ua83811	
1890	Matrimoni, pubblicazioni	Stato civile italiano	9445	Catania	an_ua83858	
1890	Morti	Stato civile italiano	9502	Catania	an_ua83930	
1890	Nati	Stato civile italiano	9417	Catania	an_ua83970	
1891	Cittadinanze	Stato civile italiano	9530	Catania	an_ua83783	
1891	Cittadinanze, allegati	Stato civile italiano	9603	Catania	an_ua83757	
1891	Matrimoni	Stato civile italiano	9475	Catania	an_ua83889	
1891	Matrimoni, allegati	Stato civile italiano	9584	Catania	an_ua83812	
1891	Matrimoni, pubblicazioni	Stato civile italiano	9446	Catania	an_ua83859	
1891	Matrimoni, pubblicazioni allegati	Stato civile italiano	9558	Catania	an_ua83831	
1891	Morti	Stato civile italiano	9503	Catania	an_ua83931	
1891	Morti, allegati	Stato civile italiano	9596	Catania	an_ua83902	
1891	Nati	Stato civile italiano	9418	Catania	an_ua83971	
1891	Nati, allegati	Stato civile italiano	9540	Catania	an_ua83942	
1892	Cittadinanze	Stato civile italiano	9531	Catania	an_ua83784	
1892	Matrimoni	Stato civile italiano	9476	Catania	an_ua83890	
1892	Matrimoni, allegati	Stato civile italiano	9585	Catania	an_ua83813	
1892	Matrimoni, pubblicazioni	Stato civile italiano	9447	Catania	an_ua83860	
1892	Morti	Stato civile italiano	9504	Catania	an_ua83932	
1892	Morti, allegati	Stato civile italiano	9597	Catania	an_ua83903	
1892	Nati	Stato civile italiano	9419	Catania	an_ua83972	
1892	Nati, allegati	Stato civile italiano	9541	Catania	an_ua83943	
1893	Cittadinanze	Stato civile italiano	9532	Catania	an_ua83785	
1893	Matrimoni	Stato civile italiano	9477	Catania	an_ua83891	
1893	Matrimoni, allegati	Stato civile italiano	9586	Catania	an_ua83814	
1893	Matrimoni, pubblicazioni	Stato civile italiano	9448	Catania	an_ua83861	
1893	Matrimoni, pubblicazioni allegati	Stato civile italiano	9559	Catania	an_ua83832	
1893	Morti	Stato civile italiano	9505	Catania	an_ua83933	
1893	Morti, allegati	Stato civile italiano	9598	Catania	an_ua83904	
1893	Nati	Stato civile italiano	9420	Catania	an_ua83973	
1893	Nati, allegati	Stato civile italiano	9542	Catania	an_ua83944	
